"","score","text"
"1335",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1336",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1337",0,"Andoid Keyboard app AI.type is harvesting personal data: "
"1338",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1339",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1340",0,"Oops! This Android keyboard app accidentally leaked 31 million users&amp;#8217; personal details "
"1341",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1342",0,"RT Bitdefender_Ent: #Ransomware, Digital Currency Miners dominate the threat landscape in 2017, Bitdefender study shows "
"1343",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1344",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1345",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1346",0,"Romanias best-known IT brand valued at USD 600 mln after transaction "
"1347",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1348",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1349",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1350",-1,"Security the main obstacle to IoT adoption, decision makers say "
"1351",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1352",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1353",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1354",0,"actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and preci "
"1355",1,"31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exp "
"1356",1,"Come on Bitdefender .. you must be able to do better than this. I will pass on subscribing. "
"1357",1,"Bitdefender BOX : the ultimate security solution for smart home environments? "
"1358",0,"RT dudewhynocyber: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1359",0,"RT truly_secure: Oops! this #android keyboard app accidentally leaked 31 million... #cybersecurity #infosec "
"1360",-3,"RT Bitdefender_Ent: From #ransomware and targeted attacks, to politically-motivated digital propaganda and fake news, and how to counter t"
"1361",-3,"RT Bitdefender_Ent: From #ransomware and targeted attacks, to politically-motivated digital propaganda and fake news, and how to counter t"
"1362",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1363",0,"RT BitdefenderBOX: ""Proud to be a part of a company that still shakes the industry and solves real problems,"" says our Director of Product"
"1364",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1365",-1,"Bitdefender, i think you missed something.... "
"1366",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"1367",0,"RT HeadLeaks: Oops! This #Android keyboard app accidentally leaked 31 million users personal details "
"1368",0,"RT tweet_henri: HOTforSecurity: Oops! This Android keyboard app accidentally leaked 31 million... "
"1369",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1370",0,"HOTforSecurity: Oops! This Android keyboard app accidentally leaked 31 million... "
"1371",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1372",0,"RT BitSage: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1373",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1374",1,"that is why i am in love with Bitdefender Bitdefender_Ent "
"1375",-1,"Hey Bitdefender just tried to visit your website but it says your SSL cert expired yesterday!! Thought I'd let you know!! ;)"
"1376",0,"RT NotTheMainNews: Bitdefender Your move - Process Doppelgnging Evades Detection from Most Antiviruses: "
"1377",0,"RT truly_secure: Oops! this #android keyboard app accidentally leaked 31 million... #cybersecurity #infosec "
"1378",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1379",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1380",0,"Bitdefender Your move - Process Doppelgnging Evades Detection from Most Antiviruses: "
"1381",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1382",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1383",0," #Soldes
    
 Bitdefender Antivirus PC Lifetime Edition  "
"1384",0,"RT ArcanistMX: #ITSecurity #ITSec Oops! This Android keyboard app accidentally leaked 31 milli "
"1385",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1386",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1387",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"1388",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1389",1,"Bitdefender Antivirus Support | Contact Us 1-800-463-5163 | USA 
#"
"1390",2,"RT UrAvgConsumer: New Video! Don't. Get. Hacked. - some useful tips in this one! 
"
"1391",-1,"#ResearchSaturday: Waiting for #Terdot, a sneaky banking #Trojan with Bitdefender's Bogdan Botezatu. bbotezatu "
"1392",0," #Soldes
    
 Bitdefender Internet Security 2015 PC 2 ans 3 postes  "
"1393",0,"Word-of-Mouth Growth McAfee and Bitdefender Startup Security Weekly #64 "
"1394",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1395",-1,"I am a dumb 60 year old I just found where you can turn bitdefender'a active protection off so it stops fucking wit "
"1396",0,"Bitdefender Total Security Full 2016 "
"1397",0,"Bitdefender DEAL: Internet Security 2018 with a 63% Discount (Valid Dec 6th) "
"1398",0,"Bitdefender DEAL: Antivirus Plus 2018 with a 58% Discount (Valid Dec 6th) "
"1399",1,"BOOBSNBITCOINS I'm into cybersecurity and Bitdefender is the best that I've found in my research."
"1400",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1401",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1402",-1,"Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other "
"1403",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies... "
"1404",0,"Satori botnet rears its head, exploiting IoT vulnerabilities | #IoT #industrial #security "
"1405",0,"#Satori #botnet rears its head, exploiting #IoT vulnerabilities "
"1406",1,"RT creoseclabs: Top story: Oops! This Android keyboard app accidentally leaked 31 million users "
"1407",1,"Top story: Oops! This Android keyboard app accidentally leaked 31 million users "
"1408",0,"RT HeadLeaks: Oops! This #Android keyboard app accidentally leaked 31 million users personal details "
"1409",1,"Top storys: Oops! This Android keyboard app accidentally leaked 31 million user "
"1410",1,"Top story: Oops! This Android keyboard app accidentally leaked 31 million users "
"1411",0,"RT LuisVargas94: #SeguridadInformatica #InfoSec Oops! This Android keyboard app accidentally lea "
"1412",0,"#SeguridadInformatica #InfoSec Oops! This Android keyboard app accidentally lea "
"1413",0,"Bitdefender announces investment from growth capital investor Vitruvian Partners "
"1414",0,"RT troyajohnson: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1415",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1416",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1417",0,"RT ArcanistMX: #ITSecurity #ITSec Oops! This Android keyboard app accidentally leaked 31 milli "
"1418",0,"gcluley Oops! This Android keyboard app accidentally leaked 31 million users personal details - 31 million users "
"1419",0,"#ITSecurity #ITSec Oops! This Android keyboard app accidentally leaked 31 milli "
"1420",2,"rociogutie24 ambermac Bitdefender I use both Bitdefender and Avira. They work in perfect combination with each o "
"1421",-1,"RT InfoSecHotSpot: Modern-day Ferris Bueller hacks school, changes grades, applies to Ivy League colleges "
"1422",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1423",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1424",0,"RT hack3rsca: #security #hacking Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1425",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1426",0,"RT CyberHitchhiker: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1427",0,"Learn about #Terdot Banker #Trojan, a descendant of the #Zeus family of #malware on #ResearchSaturday with Bogdan B "
"1428",0,"Terdot: Zeus-based malware strikes back with a blast from the past "
"1429",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1430",0,"Bitcoin Sites Become Hot Targets for #DDoS Attacks "
"1431",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1432",0,"Oops! this #android keyboard app accidentally leaked 31 million... #cybersecurity #infosec "
"1433",0,"RT evanderburg: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1434",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1435",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1436",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1437",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1438",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1439",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1440",0,"RT StopMalvertisin: Graham Cluley | Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1441",0,"Graham Cluley's Blog | ""Oops! This Android keyboard app accidentally leaked 31 million users personal details"" "
"1442",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1443",0,"Oops! This Android keyboard app accidentally leaked 31 million users... via gcluley #security #tech "
"1444",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1445",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1446",0,"#security #hacking Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1447",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1448",0,"Oops! This #Android keyboard app accidentally leaked 31 million users personal details "
"1449",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1450",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1451",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1452",0,"Oops! This Android keyboard app accidentally leaked 31 million users&amp;#8217; personal details "
"1453",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1454",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details - "
"1455",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1456",0,"Satori is rearing it's head and the botnet is quite large
"
"1457",0,"Oops! This Android keyboard app accidentally leaked 31 million... "
"1458",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1459",0,"Graham Cluley | Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1460",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1461",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1462",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1463",0,"RT BitdefenderBOX: Heres how Bitdefender BOX protects your entire Wi-Fi and block malicious attempts on your smart devices. "
"1464",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1465",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1466",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1467",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details: 31 million users of an Andr "
"1468",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1469",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1470",0,"Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1471",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1472",0,"RT taiyyib: Keyboard hacked!! "
"1473",0,"Oops! This Android keyboard app accidentally leaked 31 million users&amp;#8217; personal details "
"1474",0,"tunes_you kaspersky ou bitdefender"
"1475",0,"RT taiyyib: Keyboard hacked!! "
"1476",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"1477",-1,"RT troyajohnson: Modern-day Ferris Bueller hacks school, changes grades, applies to Ivy League colleges "
"1478",0,"The #ITPalooza cyber security panel has started!
#hack #cybersecurity "
"1479",0,"RT taiyyib: Keyboard hacked!! "
"1480",0,"Latest post (BitDefender Antivirus for Mac Latest Version - 1 Device, 2 Years (Voucher)) has been published on Jobs "
"1481",-1,"Bitdefender Bitdefender identified firefox installer an infected file. Is it false positive "
"1482",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details - "
"1483",0,"RT taiyyib: Keyboard hacked!! "
"1484",0,"DJI drones likely spying for China, claims leaked intelligence bulletin "
"1485",-1,"Modern-day &amp;#8220;Ferris Bueller&amp;#8221; hacks school, changes grades, applies to Ivy League colleges "
"1486",0,"RT JPBlough: Satori botnet rears its head, exploiting IoT vulnerabilities "
"1487",0,"Satori botnet rears its head, exploiting IoT vulnerabilities "
"1488",0,"Keyboard hacked!! "
"1489",0,"A simple adware removal test and #BitDefender fails...
#Malwarebytes flying colours...!!! "
"1490",1,"BrodyDrews shoe0nhead my PC is fine I got bitdefender."
"1491",-1,"Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1492",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"1493",-1,"Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1494",-1,"Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1495",-2,"naughtyWVR UMM why is your patch detected as a virus by bitdefender? and keeps saying my key is invalid? mind telling me that?"
"1496",-1,"RT DigitalTrends: Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1497",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1498",-1,"DigitalTrends: Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1499",-1,"Learn how you can protect yourself from everyday threats that may cause more than just a headache. "
"1500",0,"RT BlackhawkCyber: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1501",0,"RT evanderburg: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1502",0,"HOTforSecurity | Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1503",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1504",-1,"RT Bitdefender_Ent: Canadian PayPal Subsidiary, TIO Networks, Leaks 1.6 Million Customer Records "
"1505",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1506",0,"RT hack3rsca: #netsec #news Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1507",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1508",0,"#netsec #news Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1509",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1510",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1511",-1,"RT stickypassword: Modern-day Ferris Bueller hacks school, changes grades, applies to Ivy League colleges "
"1512",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1513",2,"Make the switch to Bitdefender to get their available savings when you change your customers existing endpoint pr "
"1514",-3,"From #ransomware and targeted attacks, to politically-motivated digital propaganda and fake news, and how to counte "
"1515",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1516",-1,"#BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the "
"1517",-1,"#BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the "
"1518",-1,"Canadian PayPal Subsidiary, TIO Networks, Leaks 1.6 Million Customer Records "
"1519",3,"ambermac Bitdefender Hi Amber! On my pc I have a great antivirus like Bitdefender software along with a strong fi "
"1520",0,"Satori botnet rears its head, exploiting IoT vulnerabilities "
"1521",-2,"RT ___MakutaMatata: BITDEFENDER REGISTERED SONIC DASH AS ""AGGRESSIVE ADWARE"" I'M DEAD "
"1522",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies to Ivy League colleges "
"1523",0,"Bitdefender I recently sent you an email. Hoping for a response soon."
"1524",0," #Soldes
    
 Bitdefender Family Pack 2017  "
"1525",0,"RT securityweekly: Word-of-Mouth, Growth, McAfee, and Bitdefender  Startup Security Weekly #64 "
"1526",0,"98% of Americans use the Internet daily, but only 44% believe they will be victims per Bitdefender Don't be the ne "
"1527",2,"RT e92plus: Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1528",0,"RT securityweekly: Word-of-Mouth, Growth, McAfee, and Bitdefender  Startup Security Weekly #64 "
"1529",-2,"A: ""I'm getting permission denied trying to run R""
Me: [gently trolling] ""Maybe your anti-virus thinks R is a virus "
"1530",0,"zorba_hernandez Hi! Please write us at bitsybitdefender.com, so our team can help you. You can write in Spanish t "
"1531",0,"securityweekly: Word-of-Mouth, Growth, McAfee, and Bitdefender  Startup Security Weekly #64 "
"1532",0," #Soldes
    
 Bitdefender Antivirus Plus 2017 2 Ans 3 Postes  "
"1533",0,"Word-of-Mouth, Growth, McAfee, and Bitdefender  Startup Security Weekly #64 "
"1534",0,"can bitdefender stop leeching off all the internet and preventing me from actually using my laptop to go online PLIS"
"1535",0,"Satori botnet rears its head, exploiting IoT vulnerabilities. "
"1536",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"1537",-1,"Bitdefender Total Security 2018 With Lifetime Crack / Key / Trial Reset "
"1538",0,"CIO's improve #security with #cloud technologies "
"1539",-1,"Bitdefender Internet Security 2018 With Lifetime Crack / Key / Trial Reset "
"1540",-1,"Bitdefender Antivirus Plus 2018 With Lifetime Crack / Key / Trial Reset "
"1541",-1,"Bitdefender Mobile Security Premium 3.2 2018 Cracked / Mode APK "
"1542",0,"RT ambermac: How many Americans engage in ""Risky Business"" online?  When it comes to sharing personal info, NEW stats from bitdefender"
"1543",0,"#ToysForTots charity event at #ITPalooza- Bitdefender donated, have you? "
"1544",0,"Who do you think could target your #organization with an Advanced Persistent Threat (#APT)? Comment below for addit "
"1545",0,"ambermac Bitdefender Imagine if Internet Security Software would include pop-up warnings to ask if you wish to po "
"1546",0,"It's #ITPalooza time! "
"1547",3,"Leverage award-winning #cybersecurity for PCs, Macs, mobile devices and smart homes for the best price! Opt for Bit "
"1548",2,"RT UrAvgConsumer: New Video! Don't. Get. Hacked. - some useful tips in this one! 
"
"1549",0,"RT ambermac: How many Americans engage in ""Risky Business"" online?  When it comes to sharing personal info, NEW stats from bitdefender"
"1550",0,"RT ambermac: How many Americans engage in ""Risky Business"" online?  When it comes to sharing personal info, NEW stats from bitdefender"
"1551",0,"RT securityaffairs ""Bitdefender Thanks!"""
"1552",0,"Bitdefender Thanks!"
"1553",0," #Soldes
    
 Bitdefender Antivirus for MAC  "
"1554",1,"Ransomware payments in 2017 will hit a record $2 billion, according to a new research from the cybersecurity firm B "
"1555",0,"Sound advice. #cybersecurity

"
"1556",0,"RT ambermac: How many Americans engage in ""Risky Business"" online?  When it comes to sharing personal info, NEW stats from bitdefender"
"1557",0,"RT gcluley: r/t Satori botnet rears its head, exploiting IoT vulnerabilities "
"1558",1,"securityaffairs Hi! Thank you for reaching us about this. We have sent the info to our Labs and we will reply back "
"1559",0,"r/t Satori botnet rears its head, exploiting IoT vulnerabilities "
"1560",0,"Download Gratis Antivirus Bitdefender Total Security 2013 Beta "
"1561",2,"RT LeeWalker1177: Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1562",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1563",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies to Ivy League colleges says gcluley: "
"1564",2,"Bitdefender_ent has a new relationship with Microsoft to protect Mac devices and Linux endpoints"
"1565",0,"RT securityaffairs ""Bitdefender bitdefer Many users reported that you are blocking this security advisory from Cert "
"1566",0,"Bitdefender bitdefer Many users reported that you are blocking this security advisory from CertPa Please could y "
"1567",2,"RT UrAvgConsumer: New Video! Don't. Get. Hacked. - some useful tips in this one! 
"
"1568",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1569",1,"Bitdefender this is how your installer looks like on mac!?! it screams unprofessionalism "
"1570",0,"MarXetingNL Please tell us your email address, via DM, so we can find the case and check the status."
"1571",0,"tiborsekelj Please reply to our team and tell them this things, so they can explain why a live session is required "
"1572",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1573",0,"#Bitdefender

Whether you need #ComputerProtection for a #SingleComputers, #BusinessComputers or "
"1574",-4,"Bitdefender sorry but NO OTHER APP needs to be troubleshooted.. its a login for crying out loud. what can go wrong there?"
"1575",1,"tiborsekelj Live troubleshooting is a normal procedure, when standard troubleshooting fails. It's perfectly secure "
"1576",0,"ChiefFaceroll Hi! Please write us at bitsybitdefender.com, so our tech team can investigate the situation and assist you. Thanks!"
"1577",-2,"Bitdefender i just got their email, they want to remote access my computer!?! no way. it cant be complicated. i ha "
"1578",0,"tiborsekelj Hello! We checked with our team and they will reply very soon, to your previous email, and provide a n "
"1579",1,"YeatesJM Hello! Please write us at bitsybitdefender.com, so our tech team can look into this and help you. Thank you!"
"1580",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1581",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1582",1,"RT unisyscorp: New report suggests #ransomware now a $2 billion a year industry "
"1583",0,"hoopsguy136 Hello! Please tell us the email used for purchasing Bitdefender BOX, via direct message, so we can che "
"1584",0,"Bitdefender It's time to renew but guys, you are hogging my resources, you just blocked explorer.exe  and the late "
"1585",-1,"California healthcare provider gets $2 million penalty for leaking 50,000 patient records "
"1586",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1587",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1588",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
"1589",2,"Cities Would Be Smart to Deploy Strong Cyber Security Measures as They Build More Connected Infrastructures "
